VideoDuration,PubliedDate,VideoID,VideoImageURL,VideoTitle,VideoURL,VideoViews,Like,Unlike,Khan Style%,Animation%  ,Talking Head%                 ,Whiteboard%
PT5M27S,5/4/2020,K_aR9B4tKFk,https://i.ytimg.com/vi/K_aR9B4tKFk/maxresdefault.jpg,Perimeter of Triangle Square and Rectangle | Mathematics Grade 5 | Periwinkle,https://www.youtube.com/embed/K_aR9B4tKF,144944,1546,75,5,95,51,20
PT4M27S,8/7/2015,JAy_CETEyUM,https://i.ytimg.com/vi/JAy_CETEyUM/maxresdefault.jpg,Introduction to Perimeter | #aumsum #kids #science #education #children,https://www.youtube.com/embed/JAy_CETEyUM,863907,3235,23,5,95,51,20
PT112M21S,7/2/2020,XxPw1uieViU,https://i.ytimg.com/vi/XxPw1uieViU/maxresdefault.jpg,Lesson 2. Perimeter | Maths Session for Grade 08,https://www.youtube.com/embed/XxPw1uieViU,18527,2560,65,5,95,50,80
PT18M11S,6/16/2019,1xfo5aLn2lU,https://i.ytimg.com/vi/1xfo5aLn2lU/maxresdefault.jpg,Learn to Find Area and Perimeter of Square and Rectangle | Math | Grade-5 | Tutway |,https://www.youtube.com/embed/1xfo5aLn2lU,120402,3620,85,5,95,5,20
PT7M35S,4/3/2019,JxkWSDpfOFY,https://i.ytimg.com/vi/JxkWSDpfOFY/maxresdefault.jpg,Area | Mathematics Grade 5 | Periwinkle,https://www.youtube.com/embed/JxkWSDpfOFY,194763,3225,62,5,95,5,20
PT6M6S,5/4/2020,E3xWiVYba3A,https://i.ytimg.com/vi/E3xWiVYba3A/maxresdefault.jpg,Area of Square and Rectangle | Mathematics Grade 5 | Periwinkle,https://www.youtube.com/embed/E3xWiVYba3A,164553,3224,12,0,95,5,20
PT12M47S,10/3/2019,"iuY-dk1j3YI"", ",https://i.ytimg.com/vi/iuY-dk1j3YI/maxresdefault.jpg,"Perimeter, And Area Of Triangle | Grade-4,5 | Tutway ",https://www.youtube.com/embed/iuY-dk1j3YI,24570,520,87,0,95,5,20
PT7M29S,2/10/2014,AAY1bsazcgM,https://i.ytimg.com/vi/AAY1bsazcgM/maxresdefault.jpg,Math Antics - Perimeter,https://www.youtube.com/embed/AAY1bsazcgM,2503520,4520,95,0,95,5,10
PT9M11S,7/11/2013,Td_ucj7F8p4,https://i.ytimg.com/vi/Td_ucj7F8p4/maxresdefault.jpg,Story on Profit and Loss - Raheem's tasty food - Part 1 - English,https://www.youtube.com/embed/Td_ucj7F8p4,188328,4002,65,0,95,5,10
PT4M41S,10/27/2018,69lzkfvFUqQ,https://i.ytimg.com/vi/69lzkfvFUqQ/maxresdefault.jpg,"Simple Tenses - Present, Past and Future | English Grammar & Composition Grade 4 | Periwinkle",https://www.youtube.com/embed/69lzkfvFUqQ,372577,321,12,0,95,5,10
PT8M4S,5/23/2019,J-kLTQPNnPc,https://i.ytimg.com/vi/J-kLTQPNnPc/maxresdefault.jpg,Basic Figures Of Geometry | Maths For Kids | Periwinkle,https://www.youtube.com/embed/J-kLTQPNnPc,250224,420,36,5,5,15,10
PT4M46S,6/16/2017,MuOZScWCs30,https://i.ytimg.com/vi/MuOZScWCs30/hqdefault.jpg,u2705 3 Simple and amazing Questions Only a Genius Can Answer-Intelligence Test (IQ) | part-1,https://www.youtube.com/embed/MuOZScWCs30,7677177,5201,85,5,5,15,10
PT7M15S,12/5/2019,0kRuFlWC6iA,https://i.ytimg.com/vi/0kRuFlWC6iA/maxresdefault.jpg,Perimeter | Class 6 | Maths | CBSE | ICSE | FREE Tutorial,https://www.youtube.com/embed/0kRuFlWC6iA,17254,4201,46,5,5,15,85
PT7M19S,5/3/2019,QQsybALJoew,https://i.ytimg.com/vi/QQsybALJoew/maxresdefault.jpg,What Is Matter? - The Dr. Binocs Show | Best Learning Videos For Kids | Peekaboo Kidz,https://www.youtube.com/embed/QQsybALJoew,2241905,1254,25,5,5,15,85
PT6M17S,8/24/2015,9hZkk73nJ_Y,https://i.ytimg.com/vi/9hZkk73nJ_Y/maxresdefault.jpg,Introduction to Fractions | #aumsum #kids #science #education #children,https://www.youtube.com/embed/9hZkk73nJ_Y,2471908,2224,1,5,5,15,85
PT6M39S,9/11/2015,BJzZD03Sguc,https://i.ytimg.com/vi/BJzZD03Sguc/maxresdefault.jpg,Square Root Tricks | #aumsum #kids #science #education #children,https://www.youtube.com/embed/BJzZD03Sguc,508680,3256,25,0,5,15,85
PT5M21S,4/29/2020,9frz4ODJUc0,https://i.ytimg.com/vi/9frz4ODJUc0/maxresdefault.jpg,Decimals - Meaning | Mathematics Grade 4 | Periwinkle,https://www.youtube.com/embed/9frz4ODJUc0,371267,1254,68,0,5,15,85
PT2M29S,4/27/2020,BfrL6JE0rqA,https://i.ytimg.com/vi/BfrL6JE0rqA/hqdefault.jpg,Perimeter | Mathematics Grade 3 | Periwinkle,https://www.youtube.com/embed/BfrL6JE0rqA,3737,102,2,0,5,15,85
PT3M21S,4/6/2017,ftB5VU64yGA,https://i.ytimg.com/vi/ftB5VU64yGA/maxresdefault.jpg,"Measure Length | Mathematics Grade 1 | Periwinkle""",https://www.youtube.com/embed/ftB5VU64yGA,1008728,132,34,5,5,15,85
PT10M36S,4/11/2017,MTSlKifo4js,https://i.ytimg.com/vi/MTSlKifo4js/hqdefault.jpg,Perimeter for Kids | Math Lesson ,https://www.youtube.com/embed/MTSlKifo4js,420737,542,1,5,5,15,85
PT3M6S,9/12/2015,"""d_6XOBpoDz4",https://i.ytimg.com/vi/d_6XOBpoDz4/maxresdefault.jpg,Learning about Area | #aumsum #kids #science #education #children,https://www.youtube.com/embed/d_6XOBpoDz4,616001,1425,5,5,0,15,85
PT6M27S,5/4/2020,zneP1Q7IjgQ,https://i.ytimg.com/vi/zneP1Q7IjgQ/maxresdefault.jpg,Triangles | Mathematics Grade 5 | Periwinkle,https://www.youtube.com/embed/zneP1Q7IjgQ,73732,452,30,0,0,15,85
PT5M23S,5/2/2020,7g4Ef4h8o-w,https://i.ytimg.com/vi/7g4Ef4h8o-w/maxresdefault.jpg,Decimals - Review | Mathematics Grade 5 | Periwinkle,https://www.youtube.com/embed/7g4Ef4h8o-w,135997,326,25,0,0,15,85
PT7M29S,2/10/2014,AAY1bsazcgM,https://i.ytimg.com/vi/AAY1bsazcgM/maxresdefault.jpg,Math Antics - Perimeter,https://www.youtube.com/embed/AAY1bsazcgM,2503520,1045,21,0,0,15,85
PT13M1S,5/3/2020,UX-F8bGnnyU,https://i.ytimg.com/vi/UX-F8bGnnyU/maxresdefault.jpg,O/L Maths Lessons in Sinhala - Perimeter | Grade 8 Lesson 2 Mathematics in Sinhala | guruthuma,https://www.youtube.com/embed/UX-F8bGnnyU,8536,759,21,0,0,15,85
PT38M57S,9/29/2018,QwSYnsb7wfU,https://i.ytimg.com/vi/QwSYnsb7wfU/maxresdefault.jpg,Introduction - Mensuration - Chapter 11 - NCERT Class 8th Maths,https://www.youtube.com/embed/QwSYnsb7wfU,1585534,546,32,0,5,15,80
PT10M26S,5/12/2014,xCdxURXMdFY,https://i.ytimg.com/vi/xCdxURXMdFY/maxresdefault.jpg,Math Antics - Area,https://www.youtube.com/embed/xCdxURXMdFY,4802363,859,25,0,5,15,80
PT4M27S,8/7/2015,JAy_CETEyUM,https://i.ytimg.com/vi/JAy_CETEyUM/maxresdefault.jpg,Introduction to Perimeter | #aumsum #kids #science #education #children,https://www.youtube.com/embed/JAy_CETEyUM,863938,1565,36,0,5,15,80
PT5M12S,5/1/2020,NwO363dyeOg,https://i.ytimg.com/vi/NwO363dyeOg/maxresdefault.jpg,Perimeter | Maths for Kids | Grade 4 | Periwinkle,https://www.youtube.com/embed/NwO363dyeOg,287036,251,56,0,5,15,80
PT18M11S,6/16/2019,1xfo5aLn2lU,https://i.ytimg.com/vi/1xfo5aLn2lU/maxresdefault.jpg,Learn to Find Area and Perimeter of Square and Rectangle | Math | Grade-5 | Tutway ,https://www.youtube.com/embed/1xfo5aLn2lU,120405,1125,42,0,5,15,80
PT8M25S,9/30/2011,LoaBd-sPzkU,https://i.ytimg.com/vi/LoaBd-sPzkU/maxresdefault.jpg,"Perimeter and area: the basics | Perimeter, area, and volume | Geometry | Khan Academy",https://www.youtube.com/embed/LoaBd-sPzkU,1728232,2525,65,0,5,15,80
PT161M50S,4/1/2020,jLfAK8slPZc,https://i.ytimg.com/vi/jLfAK8slPZc/maxresdefault.jpg,Lesson 1. Perimeter |  Maths Session for Grade 10 #DPEducation #Grade10Maths #perimeter,https://www.youtube.com/embed/jLfAK8slPZc,149093,100,12,0,0,85,10
PT5M27S,5/4/2020,K_aR9B4tKFk,https://i.ytimg.com/vi/K_aR9B4tKFk/maxresdefault.jpg,"Perimeter of Triangle Square and Rectangle | Mathematics Grade 5 | Periwinkle"", ",https://www.youtube.com/embed/K_aR9B4tKFk,144963,950,53,0,0,85,10
PT12M36S,5/24/2016,qJwecTgce6c,https://i.ytimg.com/vi/qJwecTgce6c/maxresdefault.jpg,Math Antics - Volume,https://www.youtube.com/embed/qJwecTgce6c,4002938,420,48,0,0,85,10
PT8M14S,11/10/2017,LERb-94P8po,https://i.ytimg.com/vi/LERb-94P8po/maxresdefault.jpg,Simple Math Tricks You Weren\u2019t Taught at School,https://www.youtube.com/embed/LERb-94P8po,6226888,652,120,0,5,85,10
PT4M46S,6/16/2017,MuOZScWCs30,https://i.ytimg.com/vi/MuOZScWCs30/hqdefault.jpg,u2705 3 Simple and amazing Questions Only a Genius Can Answer-Intelligence Test (IQ) | part-,https://www.youtube.com/embed/MuOZScWCs30,7677177,523,42,0,5,85,10
PT7M15S,12/5/2019,0kRuFlWC6iA,https://i.ytimg.com/vi/0kRuFlWC6iA/maxresdefault.jpg,Perimeter | Class 6 | Maths | CBSE | ICSE | FREE Tutorial,https://www.youtube.com/embed/0kRuFlWC6iA,17260,854,10,0,5,85,10
PT7M35S,4/3/2019,JxkWSDpfOFY,https://i.ytimg.com/vi/JxkWSDpfOFY/maxresdefault.jpg,Area | Mathematics Grade 5 | Periwinkle,https://www.youtube.com/embed/JxkWSDpfOFY,194757,1020,12,0,0,85,15
